day; month; year; hour; minute; temperature;   humidity; dewpoint ;  barometer;  windspeed ;  gustspeed ;direction ; rainlastmin; dailyrain;  monthlyrain;   yearlyrain;  heatindex
1;11;2011;0;1;11.0;84;8.4;1000.0;4;5;237;0.0;0.0;0.0;860.5;11.0
1;11;2011;0;2;11.0;84;8.4;1000.0;3;6;232;0.4;0.4;0.4;860.8;11.0
1;11;2011;0;3;11.0;84;8.4;1000.0;4;7;237;0.0;0.4;0.4;860.8;11.0
1;11;2011;0;4;11.0;84;8.4;1000.0;5;9;220;0.0;0.4;0.4;860.8;11.0
1;11;2011;0;5;10.9;84;8.3;1000.0;5;6;233;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;6;10.9;84;8.3;1000.0;4;7;238;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;7;10.9;84;8.3;1000.0;4;7;236;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;8;10.9;84;8.3;1000.0;4;7;243;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;9;10.9;84;8.3;1000.0;4;6;238;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;10;10.9;84;8.3;1000.0;4;5;236;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;11;10.9;84;8.3;1000.0;4;7;231;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;12;10.9;84;8.3;1000.0;5;7;232;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;13;10.9;84;8.3;1000.0;4;6;231;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;14;10.9;84;8.3;1000.2;4;6;239;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;15;10.9;84;8.3;1001.0;4;7;231;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;16;10.9;84;8.3;1001.0;4;5;233;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;17;10.9;84;8.3;1001.0;3;6;227;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;18;10.9;84;8.3;1001.0;3;4;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;19;10.9;84;8.3;1001.0;3;4;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;20;10.9;84;8.3;1001.0;3;5;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;21;10.9;84;8.3;1001.0;2;4;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;22;10.9;84;8.3;1001.0;2;5;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;23;10.9;84;8.3;1001.0;2;2;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;24;10.9;84;8.3;1001.0;2;5;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;25;10.9;84;8.3;1001.0;2;4;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;26;10.8;83;8.0;1001.0;2;2;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;27;10.9;84;8.3;1001.0;2;5;234;0.0;0.4;0.4;860.8;10.9
1;11;2011;0;28;10.8;84;8.2;1001.0;2;5;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;29;10.8;84;8.2;1001.0;2;5;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;30;10.8;84;8.2;1001.0;3;5;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;31;10.8;83;8.0;1001.0;2;4;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;32;10.8;83;8.0;1001.0;2;2;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;33;10.8;83;8.0;1001.0;2;2;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;34;10.8;83;8.0;1001.0;2;2;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;35;10.8;83;8.0;1001.0;1;2;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;36;10.8;83;8.0;1001.0;1;2;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;37;10.8;83;8.0;1001.0;0;0;234;0.0;0.4;0.4;860.8;10.8
1;11;2011;0;38;10.7;83;7.9;1001.0;0;2;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;39;10.7;82;7.8;1001.0;1;1;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;40;10.7;82;7.8;1001.0;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;41;10.7;82;7.8;1001.0;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;42;10.7;82;7.8;1001.0;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;43;10.7;82;7.8;1001.0;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;44;10.7;82;7.8;1001.0;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;45;10.7;82;7.8;1000.2;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;46;10.7;82;7.8;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;0;47;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;48;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;49;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;50;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;51;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;52;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;53;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;54;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;55;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;56;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;57;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;58;10.6;82;7.7;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;0;59;10.6;82;7.7;1000.0;0;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;0;10.6;82;7.7;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;1;10.6;82;7.7;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;2;10.6;82;7.7;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;3;10.6;82;7.7;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;4;10.6;82;7.7;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;5;10.6;82;7.7;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;6;10.6;83;7.8;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;7;10.6;83;7.8;1000.0;0;0;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;8;10.6;83;7.8;1000.0;0;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;9;10.6;83;7.8;1000.0;1;4;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;10;10.6;83;7.8;1000.0;2;4;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;11;10.6;83;7.8;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;12;10.6;83;7.8;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;13;10.6;84;8.0;1000.0;1;4;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;14;10.6;84;8.0;1000.0;2;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;15;10.6;84;8.0;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;16;10.6;84;8.0;1000.0;2;4;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;17;10.6;84;8.0;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;18;10.6;84;8.0;1000.0;2;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;19;10.6;84;8.0;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;20;10.6;84;8.0;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;21;10.6;84;8.0;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;22;10.6;84;8.0;1000.0;1;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;23;10.6;84;8.0;1000.0;1;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;24;10.6;83;7.8;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;25;10.6;83;7.8;1000.0;2;4;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;26;10.6;83;7.8;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;27;10.6;83;7.8;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;28;10.6;83;7.8;1000.0;2;5;233;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;29;10.6;83;7.8;1000.0;2;2;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;30;10.6;83;7.8;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;31;10.6;83;7.8;1000.0;3;5;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;32;10.6;83;7.8;1000.0;2;5;211;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;33;10.6;83;7.8;1000.0;2;4;207;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;34;10.6;83;7.8;1000.0;1;2;208;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;35;10.6;83;7.8;1000.0;2;2;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;36;10.6;83;7.8;1000.0;1;2;212;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;37;10.6;83;7.8;1000.0;2;5;224;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;38;10.6;83;7.8;1000.0;2;4;211;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;39;10.6;83;7.8;1000.0;2;5;216;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;40;10.6;83;7.8;1000.0;3;5;229;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;41;10.6;83;7.8;1000.0;3;5;228;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;42;10.6;83;7.8;1000.0;2;4;229;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;43;10.6;83;7.8;1000.0;1;2;228;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;44;10.6;83;7.8;1000.0;1;2;228;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;45;10.6;83;7.8;1000.0;2;6;224;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;46;10.6;83;7.8;1000.0;2;5;248;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;47;10.6;83;7.8;1000.0;2;5;235;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;48;10.6;83;7.8;1000.0;2;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;49;10.6;83;7.8;1000.0;2;5;226;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;50;10.6;83;7.8;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;1;51;10.7;84;8.1;1000.0;3;5;234;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;52;10.7;84;8.1;1000.0;2;5;209;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;53;10.7;84;8.1;1000.0;2;4;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;54;10.7;83;7.9;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;55;10.7;83;7.9;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;56;10.7;83;7.9;1000.0;2;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;57;10.7;83;7.9;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;58;10.7;83;7.9;1000.0;1;4;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;1;59;10.7;83;7.9;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;2;0;10.7;83;7.9;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;2;1;10.7;83;7.9;1000.0;1;5;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;2;2;10.7;83;7.9;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;2;3;10.7;83;7.9;1000.0;2;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;2;4;10.7;83;7.9;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.7
1;11;2011;2;5;10.6;83;7.8;1000.0;1;4;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;6;10.6;82;7.7;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;7;10.6;82;7.7;1000.0;0;0;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;8;10.6;82;7.7;1000.0;1;4;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;9;10.6;82;7.7;1000.0;2;4;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;10;10.6;82;7.7;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;11;10.6;82;7.7;1000.0;1;6;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;12;10.6;82;7.7;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;13;10.6;82;7.7;1000.0;2;2;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;14;10.6;82;7.7;1000.0;1;2;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;15;10.6;82;7.7;1000.0;1;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;16;10.6;82;7.7;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;17;10.6;82;7.7;1000.0;2;2;232;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;18;10.6;82;7.7;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;19;10.6;82;7.7;1000.0;3;4;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;20;10.6;82;7.7;1000.0;2;4;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;21;10.6;82;7.7;1000.0;2;4;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;22;10.6;82;7.7;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;23;10.6;82;7.7;1000.0;3;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;24;10.6;82;7.7;1000.0;2;5;231;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;25;10.6;82;7.7;1000.0;3;7;215;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;26;10.6;82;7.7;1000.0;3;4;224;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;27;10.5;82;7.6;1000.0;3;5;233;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;28;10.5;82;7.6;1000.0;3;5;229;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;29;10.5;82;7.6;1000.0;3;6;230;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;30;10.5;82;7.6;1000.0;3;5;229;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;31;10.5;82;7.6;1000.0;4;5;217;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;32;10.5;82;7.6;1000.0;3;6;214;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;33;10.5;82;7.6;1000.0;3;6;222;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;34;10.5;82;7.6;1000.0;3;6;216;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;35;10.5;82;7.6;1000.0;4;9;222;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;36;10.5;82;7.6;1000.0;4;9;215;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;37;10.5;82;7.6;1000.0;4;7;228;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;38;10.5;82;7.6;1000.0;4;7;216;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;39;10.5;82;7.6;1000.0;3;6;222;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;40;10.5;82;7.6;1000.0;3;5;231;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;41;10.5;82;7.6;1000.0;3;7;226;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;42;10.5;82;7.6;1000.0;3;6;219;0.0;0.4;0.4;860.8;10.5
1;11;2011;2;43;10.6;82;7.6;1000.0;3;7;222;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;44;10.6;83;7.8;1000.0;4;6;226;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;45;10.6;83;7.8;1000.0;4;5;228;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;46;10.6;83;7.8;1000.0;3;5;225;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;47;10.6;83;7.8;1000.0;3;5;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;48;10.6;83;7.8;1000.0;3;5;227;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;49;10.6;83;7.8;1000.0;3;5;222;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;50;10.6;83;7.8;1000.0;3;5;228;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;51;10.6;83;7.8;1000.0;3;5;220;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;52;10.6;83;7.8;1000.0;3;6;205;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;53;10.6;83;7.8;1000.0;4;6;210;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;54;10.6;83;7.8;1000.0;4;5;217;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;55;10.6;83;7.8;1000.0;3;5;208;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;56;10.6;83;7.8;1000.0;4;5;202;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;57;10.6;83;7.8;1000.0;4;6;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;58;10.6;83;7.8;1000.0;3;5;215;0.0;0.4;0.4;860.8;10.6
1;11;2011;2;59;10.6;83;7.8;1000.0;3;5;214;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;0;10.6;83;7.8;1000.0;3;5;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;1;10.6;83;7.8;1000.0;3;7;212;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;2;10.6;83;7.8;1000.0;3;7;210;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;3;10.6;83;7.8;1000.0;3;6;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;4;10.6;83;7.8;1000.0;3;5;217;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;5;10.6;83;7.8;1000.0;3;6;217;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;6;10.6;83;7.8;1000.0;3;6;215;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;7;10.6;83;7.8;1000.0;3;6;191;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;8;10.6;83;7.8;1000.0;3;5;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;9;10.6;83;7.8;1000.0;4;6;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;10;10.6;83;7.8;1000.0;4;6;203;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;11;10.6;83;7.8;1000.0;3;5;194;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;12;10.6;83;7.8;1000.0;3;7;205;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;13;10.6;83;7.8;1000.0;4;6;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;14;10.6;83;7.8;1000.0;3;7;207;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;15;10.6;83;7.8;1000.0;4;7;208;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;16;10.6;83;7.8;1000.0;4;7;211;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;17;10.5;83;7.7;1000.0;4;7;207;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;18;10.5;83;7.7;1000.0;4;8;197;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;19;10.5;83;7.7;1000.0;3;5;220;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;20;10.5;83;7.8;1000.0;3;7;219;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;21;10.6;83;7.8;1000.0;4;7;221;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;22;10.5;83;7.7;1000.0;4;7;219;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;23;10.6;84;8.0;1000.0;4;7;226;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;24;10.6;84;8.0;1000.0;4;7;204;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;25;10.6;84;8.0;1000.0;4;7;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;26;10.6;84;8.0;1000.0;4;6;215;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;27;10.6;84;8.0;1000.0;4;7;206;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;28;10.6;85;8.2;1000.0;3;5;219;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;29;10.6;85;8.2;1000.0;3;7;206;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;30;10.6;85;8.2;1000.0;5;9;214;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;31;10.6;85;8.2;1000.0;5;9;221;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;32;10.6;85;8.2;1000.0;4;5;214;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;33;10.6;86;8.3;1000.0;4;7;203;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;34;10.5;86;8.3;1000.0;5;9;209;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;35;10.5;86;8.3;1000.0;5;7;218;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;36;10.5;86;8.3;1000.0;5;7;216;0.0;0.4;0.4;860.8;10.5
1;11;2011;3;37;10.6;86;8.4;1000.0;4;6;220;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;38;10.6;86;8.4;1000.0;4;7;217;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;39;10.6;86;8.4;1000.0;4;6;212;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;40;10.6;87;8.5;1000.0;4;7;202;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;41;10.6;87;8.5;1000.0;3;5;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;42;10.6;88;8.7;1000.0;3;6;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;43;10.6;88;8.7;1000.0;4;7;206;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;44;10.6;88;8.7;1000.0;4;5;215;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;45;10.6;88;8.7;1000.0;3;6;216;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;46;10.6;88;8.7;1000.0;4;7;220;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;47;10.6;88;8.7;1000.0;4;6;229;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;48;10.6;88;8.7;1000.0;4;7;217;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;49;10.6;89;8.9;1000.0;3;5;208;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;50;10.6;89;8.9;1000.0;3;7;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;51;10.6;89;8.9;1000.0;3;5;210;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;52;10.6;89;8.9;1000.0;3;5;224;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;53;10.6;89;8.9;1000.0;3;5;241;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;54;10.6;90;9.0;1000.0;3;5;215;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;55;10.6;90;9.0;1000.0;2;4;235;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;56;10.6;90;9.0;1000.0;3;7;233;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;57;10.6;90;9.0;1000.0;3;5;232;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;58;10.6;90;9.0;1000.0;2;5;232;0.0;0.4;0.4;860.8;10.6
1;11;2011;3;59;10.6;90;9.0;1000.0;3;7;226;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;0;10.6;90;9.0;1000.0;4;7;234;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;1;10.6;90;9.0;1000.0;3;5;229;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;2;10.6;90;9.0;1000.0;3;6;221;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;3;10.6;90;9.0;1000.0;4;7;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;4;10.6;90;9.0;1000.0;4;7;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;5;10.6;90;9.0;1000.0;3;5;204;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;6;10.6;90;9.0;1000.0;3;5;226;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;7;10.6;90;9.0;1000.0;3;5;213;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;8;10.6;90;9.0;1000.0;3;5;222;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;9;10.6;90;9.0;1000.0;2;5;211;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;10;10.6;90;9.0;1000.0;3;6;206;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;11;10.6;90;9.0;1000.0;3;6;209;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;12;10.6;90;9.0;1000.0;3;2;226;0.0;0.4;0.4;860.8;10.6
1;11;2011;4;13;10.5;90;8.9;1000.0;2;5;221;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;14;10.5;90;8.9;1000.0;2;5;211;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;15;10.5;90;8.9;1000.0;2;5;200;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;16;10.5;90;8.9;1000.0;2;5;207;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;17;10.5;90;8.9;1000.0;3;5;194;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;18;10.5;90;8.9;1000.0;3;5;205;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;19;10.5;90;8.9;1000.0;3;4;204;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;20;10.5;90;8.9;1000.0;3;5;199;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;21;10.5;90;8.9;1000.0;3;5;208;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;22;10.5;90;8.9;1000.0;2;5;211;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;23;10.5;90;8.9;1000.0;2;5;211;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;24;10.5;91;9.1;1000.0;3;6;204;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;25;10.5;91;9.1;1000.0;3;5;217;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;26;10.5;91;9.1;1000.0;3;5;223;0.0;0.4;0.4;860.8;10.5
1;11;2011;4;27;10.5;91;9.1;1000.0;3;5;217;0.0;0.4;0.4;860.8;10.5
